  -10559.046949    1425.228561  247583.050345
  -10558.743849    1423.696095  247583.036156
  -10558.027085    1420.056040  247583.002563
  -10556.702374    1413.381578  247582.940602
  -10554.843486    1404.057969  247582.853754
  -10552.482239    1392.291863  247582.743617
  -10549.581018    1377.951582  247582.608568
  -10546.125813    1361.032058  247582.448103
  -10542.144847    1341.715133  247582.263637
  -10537.626782    1319.992880  247582.054754
  -10532.566367    1295.873783  247581.821290
  -10526.993847    1269.517460  247581.564678
  -10520.825550    1240.987649  247581.282142
  -10514.131148    1210.298630  247580.976150
  -10506.879510    1177.595463  247580.645955
  -10499.126494    1142.975977  247580.293738
  -10490.812755    1106.486477  247579.917534
  -10482.027330    1068.223678  247579.520682
  -10472.681580    1028.351187  247579.100467
  -10462.901954     986.925693  247578.661442
  -10452.681091     944.058223  247578.203611
  -10442.017902     899.881753  247577.727247
  -10430.898108     854.465999  247577.232014
  -10419.375636     807.933782  247576.720086
  -10407.502390     760.430147  247576.193617
  -10395.303076     712.031811  247575.653651
  -10382.803511     662.848690  247575.101348
  -10370.204617     613.012521  247574.544041
  -10357.365123     562.602819  247573.976978
  -10344.560506     511.746052  247573.410087
  -10331.694565     460.545150  247572.840244
  -10318.935682     409.069241  247572.273500
  -10306.241850     357.469290  247571.708739
  -10293.889091     305.805275  247571.155751
  -10281.841843     254.172553  247570.613518
  -10270.189698     202.684440  247570.085437
  -10258.906579     151.388893  247569.570708
  -10248.060331     100.411035  247569.071997
  -10237.873891      49.796006  247568.597204
  -10228.043238      -0.360136  247568.135925
  -10218.747997     -49.983103  247567.694614
  -10210.293772     -99.038833  247567.284035
  -10202.385298    -147.417718  247566.894123
  -10195.451945    -195.109237  247566.539913
  -10189.087303    -242.016668  247566.207423
  -10183.571537    -288.121716  247565.906491
  -10178.945481    -333.362051  247565.638691
  -10175.237984    -377.702637  247565.405114
  -10172.270447    -421.104248  247565.199607
  -10170.440081    -463.524818  247565.036156
  -10169.370876    -504.951734  247564.901645
  -10169.476726    -545.340720  247564.810648
  -10170.276006    -584.692236  247564.746325
  -10171.826139    -622.944508  247564.710830
  -10174.134586    -660.122714  247564.704364
  -10177.274803    -696.182234  247564.729599
  -10181.204303    -731.152110  247564.784983
  -10185.537589    -764.972325  247564.857178
  -10190.389764    -797.677206  247564.950130
  -10195.775393    -829.245085  247565.064396
  -10201.663971    -859.677709  247565.198908
  -10207.687043    -888.984873  247565.340760
  -10214.304209    -917.162609  247565.506030
  -10221.123694    -944.255933  247565.680915
  -10228.127902    -970.211634  247565.864926
