   -9755.067317    3127.131335  205397.135743
   -9748.681853    3090.315573  205397.026825
   -9742.294405    3053.544548  205396.917699
   -9735.953650    3016.730777  205396.810339
   -9729.610910    2979.961742  205396.702770
   -9723.268170    2943.192707  205396.595202
   -9716.970139    2906.425662  205396.489192
   -9710.670124    2869.703353  205396.382973
   -9704.325399    2832.979054  205396.275196
   -9697.935967    2796.252764  205396.165861
   -9691.499841    2759.569219  205396.054759
   -9684.972313    2722.926428  205395.940332
   -9678.444786    2686.283637  205395.825905
   -9671.872549    2649.638855  205395.709920
   -9665.253620    2613.036819  205395.592169
   -9658.634691    2576.434782  205395.474417
   -9651.969068    2539.875491  205395.354899
   -9645.258738    2503.314209  205395.233822
   -9638.546422    2466.797662  205395.112537
   -9631.789398    2430.279125  205394.989693
   -9625.032374    2393.760588  205394.866850
   -9618.275350    2357.242051  205394.744007
   -9611.516341    2320.768249  205394.620955
   -9604.712624    2284.292457  205394.496345
   -9597.908907    2247.816664  205394.371735
   -9591.105190    2211.340872  205394.247125
   -9584.299488    2174.909815  205394.122306
   -9577.538495    2138.480749  205393.999045
   -9570.732793    2102.049693  205393.874227
   -9563.971800    2065.620626  205393.750966
   -9557.166099    2029.189570  205393.626148
   -9550.447830    1992.807230  205393.504237
   -9543.686837    1956.378164  205393.380976
   -9536.970552    1919.951088  205393.259274
   -9530.296992    1883.570738  205393.138921
   -9523.623431    1847.190389  205393.018568
   -9516.996564    1810.767295  205392.899982
   -9510.412421    1774.390926  205392.782746
   -9503.830262    1737.969822  205392.665718
   -9497.337521    1701.552700  205392.551806
   -9490.887503    1665.182303  205392.439244
   -9484.484179    1628.769162  205392.328449
   -9478.080855    1592.356020  205392.217654
   -9471.811656    1555.948850  205392.111533
   -9465.544442    1519.496945  205392.005621
   -9459.364661    1483.093756  205391.902617
   -9453.231572    1446.647823  205391.801379
   -9447.187901    1410.205870  205391.703258
   -9441.188939    1373.765909  205391.606695
   -9435.326086    1337.287183  205391.515014
   -9429.461250    1300.853193  205391.423126
   -9423.732523    1264.380439  205391.336120
   -9418.095198    1227.866931  205391.252439
   -9412.547291    1191.357404  205391.171875
   -9407.088800    1154.851858  205391.094427
   -9401.719727    1118.350293  205391.020095
   -9396.442056    1081.807974  205390.949088
   -9391.298510    1045.271626  205390.882756
   -9386.246366    1008.694525  205390.819748
   -9381.328348     972.123395  205390.761415
   -9376.546440     935.513501  205390.707965
   -9371.853949     898.907588  205390.657632
   -9367.295584     862.307647  205390.611973
   -9362.873329     825.668943  205390.571197
   -9358.631893     788.993465  205390.536862
   -9354.479874     752.321968  205390.505643
   -9350.551399     715.660424  205390.482216
   -9346.761018     678.915381  205390.463880
   -9343.192195     642.225026  205390.453126
   -9339.761467     605.451172  205390.447463
   -9336.509574     568.685280  205390.448034
   -9333.481224     531.929342  205390.456395
   -9330.635677     495.091894  205390.471406
   -9328.011688     458.309135  205390.494000
   -9325.615211     421.446858  205390.524801
   -9323.442278     384.594533  205390.563393
   -9321.492887     347.752162  205390.609776
   -9319.815717     310.832263  205390.665925
   -9318.360105     273.967052  205390.729656
   -9317.221423     237.026304  205390.804711
   -9316.306283     200.095510  205390.887558
   -9315.704104     163.178649  205390.981311
   -9315.416869     126.230987  205391.086180
   -9315.442594      89.297259  205391.201957
   -9315.827973      52.334720  205391.330407
   -9316.526312      15.386115  205391.469764
   -9317.539595     -21.593292  205391.620237
   -9318.997980     -58.508057  205391.786083
   -9320.816018     -95.451633  205391.964603
   -9323.036433    -132.377294  205392.157146
   -9325.701950    -169.238313  205392.365063
   -9328.771828    -206.126153  205392.587211
   -9332.331517    -242.947361  205392.826291
   -9336.336307    -279.703928  205393.080743
   -9340.877600    -316.436608  205393.353894
   -9345.865979    -353.149381  205393.642626
   -9351.386892    -389.748797  205393.949639
   -9357.397615    -426.281581  205394.273583
   -9364.030289    -462.697026  205394.618924
