,f,psd_Surge,psd_Heave,psd_Pitch,psd_tension,psd_NacAx,psd_Bmy
0,0.05,1.266529459837892,3.6899032769666484,1.7391729781002265,1931686865.9651139,0.056727664179463136,243013213.8968572
1,0.051562500000000004,3.6176823180024713,10.060030853331096,2.630923490323776,4949238398.9839525,0.08508169623974318,331856438.2428234
2,0.053125000000000006,5.494703087127883,13.559673351101953,3.208143938247999,7899609320.901276,0.0975759646596922,374092220.41429937
3,0.0546875,8.332312019827253,19.32403622092166,3.7487669729098214,10526161428.005613,0.09676781484639312,383875401.41080624
4,0.05625,7.964289165552413,18.638942854754312,3.789971997823156,8353955055.205228,0.1202221972332439,444963153.2642209
5,0.0578125,10.80662975640336,20.005941714328145,3.9385140695146257,7365325865.98337,0.15427835574593943,484182125.26505077
6,0.059375000000000004,18.74040482644339,24.720491396769564,4.660068595976178,8889047171.436642,0.2600678242044789,634742719.9885695
7,0.060937500000000006,20.865584518720034,19.36210206996698,3.7481171521461,5976000941.62734,0.2970469150769404,587919706.1252238
8,0.0625,24.327342535677836,13.356910122597707,4.734931707251827,5598184209.741307,0.37374555751468524,684344919.1957285
9,0.06406250000000001,28.42339633477808,9.949468977672968,5.115239073372132,5938720296.356137,0.48602104709926647,809691810.442264
10,0.065625,32.51749249852513,8.215404418321349,6.330747327478386,10368291883.239422,0.44396455337350327,678882167.9549716
11,0.0671875,34.04387770117305,6.2356169564089114,5.48539220286483,11634970300.52152,0.3924039442338929,451359925.98769456
12,0.06875,28.8901489690111,5.474621490979015,5.875527019007998,12771083878.64557,0.3444370579740231,469629088.43597174
13,0.0703125,30.310780895849955,6.144606452206441,6.904814123202483,12727880458.847996,0.31524393857127847,442477073.33890295
14,0.07187500000000001,44.84293468672822,8.381985776579722,10.1823870963074,18841827672.705803,0.3434895596678519,406067856.38799053
15,0.0734375,67.28509818957765,13.14102656741449,14.650442216709317,34835447444.9217,0.5085000450631609,515916432.65464514
16,0.07500000000000001,46.506680627260884,8.910680675273149,10.366410112105235,27388486559.70248,0.30150784608400694,271484567.30106926
17,0.0765625,46.71485325391032,10.795325439639402,13.461624342057476,37344639158.8059,0.1705124727350352,310384168.2080809
18,0.078125,27.07395408210143,6.769027192042496,8.182497702889549,24342946768.23967,0.0897716590305089,189814953.91627637
19,0.07968750000000001,30.908070357132413,7.6578662577674255,9.115430596877435,29748887107.160896,0.09187035240796385,174823346.15905243
20,0.08125,42.67642013675051,11.015203711497765,14.333189309841893,41910675593.56249,0.061165407654886164,298796347.4126068
21,0.08281250000000001,31.166298807749378,8.32319965548729,10.99055325015023,35182154736.29561,0.03424668575513842,247387321.27648878
22,0.084375,22.21143863394864,5.794242430016409,7.925691754063467,27152109522.404865,0.021173079785141675,176924020.1221075
23,0.0859375,18.53196109590071,5.091988831811807,7.7140149826354385,21260802061.913445,0.020711656215350968,269044099.8064312
24,0.08750000000000001,16.736099168358308,4.822948880300177,7.843043681655322,20120596171.08973,0.03370845324998837,362808682.87925273
25,0.0890625,17.74970211773948,5.013174065527004,8.584476966055252,19753694135.64599,0.07349624326423032,466700559.1676773
26,0.09062500000000001,20.10048522538932,5.785055525317451,10.187666935026503,25895333102.80813,0.14129203468911378,666798780.0020206
27,0.0921875,15.70396540234396,4.7765650912135245,9.003809702482027,24393345876.886322,0.1855422300767166,753591321.7068183
28,0.09375,11.078326570899012,3.4776321823713348,7.280740508709267,17845564751.74764,0.19821622929688457,742943331.8365281
29,0.09531250000000001,8.605724117451222,2.7454947980820843,6.1013660226450765,15896134666.039759,0.23048158927009826,739405819.4839104
30,0.096875,9.556821326230041,3.125794604449403,7.7156361477620035,19785784407.36559,0.43187019053249404,1194818647.35017
31,0.09843750000000001,8.351257397949825,2.687140267092208,7.139562966009547,17270049600.83673,0.4861650120120231,1243713732.7905002
32,0.1,8.85643117305838,2.840019449131462,7.9347825410269195,20722409961.96588,0.6715861361583148,1577516615.7800488
33,0.1015625,5.137813801900959,1.6730950822954793,5.024938518442681,13861127888.873821,0.5115368501520792,1142934701.1254203
34,0.10312500000000001,3.8962940478105375,1.248300559064068,3.9903246747902537,9281598489.086208,0.5177739127278103,1061417625.720453
35,0.1046875,4.650724753305347,1.4948072594040682,5.005132378245704,12114657916.983261,0.7241891610418744,1445943362.604425
36,0.10625000000000001,3.981998084133926,1.286841788097473,4.565219245256854,12719611383.033108,0.8260639921283834,1547966987.1373215
37,0.1078125,3.7554963630012272,1.2207815586871518,4.611303130824199,12514539029.012554,0.9945690078293768,1781881401.9329598
38,0.109375,2.0949054651164385,0.682973629960549,2.8142586791599706,7627325530.573482,0.6866121948164061,1202941392.9137251
39,0.11093750000000001,1.5504559917268161,0.5212317844100149,2.3754698461917405,7218248120.645953,0.7289750886405388,1222638765.3559136
40,0.1125,1.7963558347542705,0.5789215596096156,2.9379101775943783,9903614944.219532,1.0253796507411337,1679889234.4445128
41,0.11406250000000001,1.2175006375178943,0.3979876826613552,2.1720275056869722,7329710107.733426,0.8655040484610579,1385480302.153731
42,0.115625,1.3306817103454285,0.4118478458818979,2.3731889717553036,7193364706.857153,1.133254733851104,1746887798.9293568
43,0.1171875,1.4900054264891094,0.43475141979421855,2.7800430959762052,7143082503.586298,1.4968519241694598,2265707860.037501
44,0.11875000000000001,1.0377534412643106,0.2850712719109928,2.1217402228223485,5547623669.880155,1.383679990178106,2047880960.9775681
45,0.1203125,1.0418562837743237,0.2862197781886342,2.2408943534725028,5737326268.190763,1.658129980625525,2411576540.069449
46,0.12187500000000001,0.6622969479136758,0.18076549893955662,1.495901834530581,3742259084.438802,1.2110301656723081,1738998003.856844
47,0.1234375,0.4921455227178221,0.12370279505064088,1.1897334466973668,3095949060.5642977,1.098950504985481,1554953145.3672643
48,0.125,0.31448345399324457,0.07741311560176865,0.7311109446881568,2289857787.755345,0.7737805394738472,1077894535.112843
49,0.1265625,0.5874056367042715,0.12831978306452255,1.3698163454900576,4262442485.608883,1.6658929870988388,2291033187.548632
50,0.12812500000000002,0.5599045923067669,0.11639094833658462,1.323928488899354,4564394029.684337,1.8068385392869426,2457838084.837993
